"species","resilience"
"Squalius castellanus","Medium"
"Squalius cephaloides","Medium"
"Squalius cephalus","Medium"
"Squalius cii","Medium"
"Squalius fellowesii","Medium"
"Squalius ghigii","High"
"Squalius illyricus","Medium"
"Squalius janae","Medium"
"Squalius keadicus","Medium"
"Squalius kosswigi","Medium"
"Squalius kottelati","Medium"
"Squalius laietanus","Medium"
"Squalius lepidus","Medium"
"Squalius lucumonis","Medium"
"Squalius malacitanus","High"
"Squalius microlepis","Medium"
"Squalius moreoticus","High"
"Squalius orientalis","Medium"
"Squalius orpheus","High"
"Squalius pamvoticus","Medium"
"Squalius peloponensis","Medium"
"Squalius platyceps","Low"
"Squalius prespensis","Medium"
"Squalius pursakensis","Medium"
"Squalius pyrenaicus","Medium"
"Squalius recurvirostris","Medium"
"Squalius seyhanensis","Medium"
"Squalius spurius","Medium"
"Squalius squaliusculus","High"
"Squalius squalus","Low"
"Squalius svallize","Medium"
"Squalius tenellus","Low"
"Squalius torgalensis","High"
"Squalius turcicus","Medium"
"Squalius ulanus","Medium"
"Squalius valentinus","Medium"
"Squalius vardarensis","Medium"
"Squalius zrmanjae","Medium"
"Squalogadus modificatus","Medium"
"Squaloliparis dentatus","Medium"
"Squalomugil nasutus","Medium"
"Squalus acanthias","Very low"
"Squalus albicaudus","Low"
"Squalus albifrons","Very low"
"Squalus altipinnis","Low"
"Squalus bahiensis","Very low"
"Squalus bassi","Very low"
"Squalus blainville","Very low"
"Squalus brevirostris","Low"
"Squalus bucephalus","Very low"
"Squalus chloroculus","Very low"
"Squalus crassispinus","Low"
"Squalus cubensis","Very low"
"Squalus edmundsi","Very low"
"Squalus formosus","Low"
"Squalus grahami","Very low"
"Squalus griffini","Very low"
"Squalus hemipinnis","Very low"
"Squalus japonicus","Low"
"Squalus lalannei","Very low"
"Squalus lobularis","Very low"
"Squalus mahia","Low"
"Squalus margaretsmithae","Low"
"Squalus megalops","Very low"
"Squalus melanurus","Very low"
"Squalus mitsukurii","Very low"
"Squalus montalbani","Very low"
"Squalus nasutus","Low"
"Squalus notocaudatus","Low"
"Squalus quasimodo","Very low"
"Squalus rancureli","Very low"
"Squalus raoulensis","Very low"
"Squalus suckleyi","Very low"
"Squamicreedia obtusa","High"
"Squatina aculeata","Low"
"Squatina africana","Very low"
"Squatina albipunctata","Medium"
"Squatina argentina","Very low"
"Squatina armata","Low"
"Squatina australis","Low"
"Squatina caillieti","High"
"Squatina californica","Very low"
"Squatina david","Medium"
"Squatina dumeril","Low"
"Squatina formosa","Low"
"Squatina guggenheim","Very low"
"Squatina heteroptera","Medium"
"Squatina japonica","Low"
"Squatina legnota","Low"
"Squatina mexicana","Medium"
"Squatina nebulosa","Low"
"Squatina occulta","Low"
"Squatina oculata","Low"
"Squatina pseudocellata","Medium"
"Squatina punctata","Very low"
"Squatina squatina","Low"
"Squatina tergocellata","Low"
"Squatina tergocellatoides","Low"
"Squatina varii","Low"
"Stalix dicra","High"
"Stalix eremia","High"
"Stalix histrio","High"
"Stalix omanensis","High"
"Stalix versluysi","High"
"Stanulus seychellensis","High"
"Stanulus talboti","High"
"Starksia atlantica","High"
"Starksia brasiliensis","High"
"Starksia elongata","High"
"Starksia fasciata","High"
"Starksia fulva","High"
"Starksia galapagensis","High"
"Starksia greenfieldi","High"
"Starksia guttata","High"
"Starksia hassi","High"
"Starksia langi","High"
"Starksia lepicoelia","High"
"Starksia leucovitta","High"
"Starksia melasma","High"
"Starksia multilepis","High"
"Starksia nanodes","High"
"Starksia ocellata","High"
"Starksia posthon","High"
"Starksia rava","High"
"Starksia robertsoni","High"
"Starksia sangreyae","High"
"Starksia sella","High"
"Starksia sluiteri","High"
"Starksia smithvanizi","High"
"Starksia spinipenis","High"
"Starksia springeri","High"
"Starksia starcki","High"
"Starksia weigti","High"
"Starksia williamsi","High"
"Starksia y-lineata","High"
"Stathmonotus culebrai","High"
"Stathmonotus gymnodermis","High"
"Stathmonotus hemphillii","High"
"Stathmonotus sinuscalifornici","Low"
"Stauroglanis gouldingi","High"
"Steatocranus bleheri","High"
"Steatocranus casuarius","High"
"Steatocranus gibbiceps","High"
"Steatocranus glaber","High"
"Steatocranus irvinei","High"
"Steatocranus mpozoensis","High"
"Steatocranus rouxi","High"
"Steatocranus tinanti","High"
"Steatocranus ubanguiensis","High"
"Steeneichthys nativitatus","High"
"Steeneichthys plesiopsus","High"
"Stegastes acapulcoensis","Low"
"Stegastes adustus","High"
"Stegastes albifasciatus","High"
"Stegastes altus","High"
"Stegastes apicalis","High"
"Stegastes arcifrons","Low"
"Stegastes aureus","High"
"Stegastes baldwini","High"
"Stegastes beebei","High"
"Stegastes diencaeus","High"
"Stegastes emeryi","High"
"Stegastes fasciolatus","High"
"Stegastes flavilatus","Low"
"Stegastes fuscus","Medium"
"Stegastes gascoynei","High"
"Stegastes imbricatus","High"
"Stegastes insularis","High"
"Stegastes leucorus","Low"
"Stegastes leucostictus","High"
"Stegastes limbatus","High"
"Stegastes lividus","High"
"Stegastes lubbocki","High"
"Stegastes nigricans","High"
"Stegastes obreptus","High"
"Stegastes otophorus","High"
"Stegastes partitus","High"
"Stegastes pelicieri","High"
"Stegastes pictus","High"
"Stegastes planifrons","High"
"Stegastes punctatus","High"
"Stegastes rectifraenum","Low"
"Stegastes redemptus","High"
"Stegastes rocasensis","High"
"Stegastes sanctaehelenae","High"
"Stegastes sanctipauli","High"
"Stegastes uenfi","High"
"Stegastes variabilis","High"
"Stegastes xanthurus","High"
"Stegophilus panzeri","High"
"Stegophilus septentrionalis","High"
"Stegostenopos cryptogenes","High"
"Stegostoma fasciatum","Low"
"Steindachneria argentea","High"
"Steindachneridion amblyurum","Medium"
"Steindachneridion doceanum","Medium"
"Steindachneridion melanodermatum","Medium"
"Steindachneridion parahybae","Medium"
"Steindachneridion punctatum","Medium"
"Steindachneridion scriptum","Medium"
"Steindachnerina amazonica","High"
"Steindachnerina argentea","High"
"Steindachnerina atratoensis","High"
"Steindachnerina fasciata","High"
"Steindachnerina gracilis","High"
"Steindachnerina hypostoma","High"
"Steindachnerina notonota","High"
"Steindachnerina planiventris","High"
"Steindachnerina pupula","High"
"Steindachnerina seriata","High"
"Stelgistrum beringianum","High"
"Stelgistrum concinnum","High"
"Stelgistrum stejnegeri","Medium"
"Stellerina xyosterna","Medium"
"Stellifer brasiliensis","Medium"
"Stellifer chaoi","High"
"Stellifer chrysoleuca","High"
"Stellifer colonensis","High"
"Stellifer ephelis","High"
"Stellifer ericymba","High"
"Stellifer fuerthii","High"
"Stellifer griseus","High"
"Stellifer illecebrosus","High"
"Stellifer lanceolatus","High"
"Stellifer magoi","High"
"Stellifer mancorensis","High"
"Stellifer melanocheir","High"
"Stellifer microps","High"
"Stellifer minor","High"
"Stellifer naso","High"
"Stellifer oscitans","High"
"Stellifer pizarroensis","High"
"Stellifer rastrifer","Medium"
"Stellifer stellifer","High"
"Stellifer venezuelae","High"
"Stellifer walkeri","High"
"Stellifer wintersteenorum","High"
"Stellifer zestocarus","High"
"Stemonidium hypomelas","Medium"
"Stemonosudis bullisi","High"
"Stemonosudis distans","High"
"Stemonosudis elegans","High"
"Stemonosudis elongata","High"
"Stemonosudis gracilis","High"
"Stemonosudis intermedia","Medium"
"Stemonosudis macrura","Medium"
"Stemonosudis miscella","High"
"Stemonosudis molesta","High"
"Stemonosudis rothschildi","Medium"
"Stemonosudis siliquiventer","Medium"
"Stenatherina panatela","Medium"
"Stenobrachius leucopsarus","Medium"
"Stenobrachius nannochir","Medium"
"Stenodus leucichthys","Low"
"Stenodus nelma","Low"
"Stenogobius alleni","High"
"Stenogobius beauforti","High"
"Stenogobius blokzeyli","High"
"Stenogobius caudimaculosus","High"
"Stenogobius fehlmanni","High"
"Stenogobius genivittatus","Medium"
"Stenogobius gymnopomus","High"
"Stenogobius hawaiiensis","High"
"Stenogobius hoesei","High"
"Stenogobius ingeri","High"
"Stenogobius keletaona","High"
"Stenogobius kenyae","High"
"Stenogobius kyphosus","High"
"Stenogobius lachneri","High"
"Stenogobius laterisquamatus","Medium"
"Stenogobius macropterus","High"
"Stenogobius marinus","High"
"Stenogobius marqueti","High"
"Stenogobius mekongensis","High"
"Stenogobius ophthalmoporus","High"
"Stenogobius polyzona","High"
"Stenogobius psilosinionus","High"
"Stenogobius randalli","High"
"Stenogobius squamosus","High"
"Stenogobius watsoni","High"
"Stenogobius yateiensis","High"
"Stenogobius zurstrassenii","High"
"Stenolebias bellus","High"
"Stenolebias damascenoi","High"
"Stenolicmus ix","High"
"Stenorynchoacrum xijiangensis","High"
"Stenotomus caprinus","Medium"
"Stenotomus chrysops","Medium"
"Stephanoberyx monae","Medium"
"Stephanolepis auratus","Medium"
"Stephanolepis cirrhifer","Medium"
"Stephanolepis diaspros","Medium"
"Stephanolepis hispidus","High"
"Stephanolepis setifer","High"
"Stereolepis doederleini","Very low"
"Stereolepis gigas","Very low"
"Sternoptyx diaphana","Medium"
"Sternoptyx obscura","High"
"Sternoptyx pseudobscura","Medium"
"Sternoptyx pseudodiaphana","Medium"
"Stethojulis albovittata","High"
"Stethojulis balteata","High"
"Stethojulis bandanensis","High"
"Stethojulis interrupta","High"
"Stethojulis maculata","High"
"Stethojulis marquesensis","High"
"Stethojulis notialis","High"
"Stethojulis strigiventer","High"
"Stethojulis terina","High"
"Stethojulis trilineata","High"
"Sthenoteuthis oualaniensis","Medium"
"Stichaeopsis epallax","Low"
"Stichaeopsis nana","Medium"
"Stichaeopsis nevelskoi","Low"
"Stichaeus fuscus","High"
"Stichaeus grigorjewi","Low"
"Stichaeus nozawae","Very low"
"Stichaeus ochriamkini","Low"
"Stichaeus punctatus pulcherrimus","Low"
"Stichaeus punctatus punctatus","Medium"
"Stictorhinus potamius","High"
"Stigmatochromis macrorhynchos","High"
"Stigmatochromis melanchros","High"
"Stigmatochromis modestus","High"
"Stigmatochromis pholidophorus","High"
"Stigmatochromis pleurospilus","High"
"Stigmatochromis woodi","High"
"Stigmatogobius borneensis","High"
"Stigmatogobius elegans","High"
"Stigmatogobius minima","High"
"Stigmatogobius pleurostigma","High"
"Stigmatogobius sadanundio","High"
"Stigmatogobius sella","High"
"Stigmatogobius signifer","High"
"Stigmatopora argus","High"
"Stigmatopora macropterygia","High"
"Stigmatopora narinosa","High"
"Stigmatopora nigra","High"
"Stipecampus cristatus","High"
"Stiphodon alcedo","High"
"Stiphodon allen","High"
"Stiphodon annieae","High"
"Stiphodon astilbos","High"
"Stiphodon atratus","High"
"Stiphodon atropurpureus","High"
"Stiphodon aureofuscus","High"
"Stiphodon aureorostrum","High"
"Stiphodon birdsong","High"
"Stiphodon caeruleus","High"
"Stiphodon carisa","High"
"Stiphodon discotorquatus","High"
"Stiphodon elegans","High"
"Stiphodon hydoreibatus","High"
"Stiphodon imperiorientis","High"
"Stiphodon julieni","High"
"Stiphodon kalfatak","High"
"Stiphodon larson","High"
"Stiphodon maculidorsalis","High"
"Stiphodon martenstyni","High"
"Stiphodon mele","High"
"Stiphodon multisquamus","High"
"Stiphodon niraikanaiensis","High"
"Stiphodon oatea","High"
"Stiphodon ornatus","High"
"Stiphodon palawanensis","High"
"Stiphodon pelewensis","High"
"Stiphodon percnopterygionus","High"
"Stiphodon pulchellus","High"
"Stiphodon rubromaculatus","High"
"Stiphodon rutilaureus","High"
"Stiphodon sapphirinus","High"
"Stiphodon semoni","High"
"Stiphodon surrufus","High"
"Stiphodon tuivi","High"
"Stiphodon weberi","High"
"Stiphodon zebrinus","High"
"Stlengis distoechus","High"
"Stlengis misakia","Medium"
"Stlengis osensis","High"
"Stokellia anisodon","High"
"Stolephorus advenus","High"
"Stolephorus andhraensis","High"
"Stolephorus apiensis","High"
"Stolephorus baganensis","High"
"Stolephorus brachycephalus","High"
"Stolephorus carpentariae","High"
"Stolephorus chinensis","High"
"Stolephorus commersonnii","High"
"Stolephorus dubiosus","High"
"Stolephorus holodon","High"
"Stolephorus indicus","High"
"Stolephorus insularis","High"
"Stolephorus multibranchus","High"
"Stolephorus nelsoni","High"
"Stolephorus pacificus","High"
"Stolephorus ronquilloi","High"
"Stolephorus shantungensis","High"
"Stolephorus teguhi","High"
"Stolephorus tri","High"
"Stolephorus waitei","Medium"
"Stolothrissa tanganicae","High"
"Stomatepia mariae","High"
"Stomatepia mongo","High"
"Stomatepia pindu","High"
"Stomatorhinus ater","High"
"Stomatorhinus corneti","High"
"Stomatorhinus fuliginosus","High"
"Stomatorhinus humilior","High"
"Stomatorhinus ivindoensis","High"
"Stomatorhinus kununguensis","High"
"Stomatorhinus microps","High"
"Stomatorhinus patrizii","High"
"Stomatorhinus polli","High"
"Stomatorhinus polylepis","High"
"Stomatorhinus puncticulatus","High"
"Stomatorhinus schoutedeni","High"
"Stomatorhinus walkeri","High"
"Stomias affinis","Medium"
"Stomias atriventer","Medium"
"Stomias boa boa","Medium"
"Stomias boa ferox","Medium"
"Stomias brevibarbatus","Medium"
"Stomias colubrinus","Medium"
"Stomias danae","Medium"
"Stomias gracilis","Medium"
"Stomias lampropeltis","Medium"
"Stomias longibarbatus","Medium"
"Stomias nebulosus","Medium"
"Stonogobiops dracula","High"
"Stonogobiops larsonae","High"
"Stonogobiops medon","High"
"Stonogobiops nematodes","High"
"Stonogobiops pentafasciata","Medium"
"Stonogobiops xanthorhinica","High"
"Stonogobiops yasha","High"
"Storrsia olsoni","High"
"Strangomera bentincki","High"
"Striuntius lineatus","High"
"Stromateus brasiliensis","High"
"Stromateus fiatola","Medium"
"Stromateus stellatus","High"
"Strongylura anastomella","Medium"
"Strongylura exilis","Medium"
"Strongylura fluviatilis","Medium"
"Strongylura hubbsi","Medium"
"Strongylura incisa","Low"
"Strongylura krefftii","Medium"
"Strongylura leiura","Medium"
"Strongylura marina","Low"
"Strongylura notata forsythia","Medium"
"Strongylura notata notata","Medium"
"Strongylura scapularis","Medium"
"Strongylura senegalensis","Very low"
"Strongylura strongylura","Medium"
"Strongylura timucu","Medium"
"Strongylura urvillii","Medium"
"Strophidon sathete","Low"
"Sturisoma nigrirostrum","Low"
"Sturisomatichthys panamense","Low"
"Stygnobrotula latebricola","Low"
"Stypodon signifer","Medium"
"Suculentophichthus nasus","High"
"Sudis atrox","Medium"
"Sudis hyalina","Low"
"Sueviota aprica","Low"
"Sueviota atrinasa","Low"
"Sueviota bryozophila","High"
"Sueviota lachneri","Low"
"Sueviota larsonae","Low"
"Sueviota pyrios","High"
"Suezichthys arquatus","High"
"Suezichthys aylingi","High"
"Suezichthys bifurcatus","High"
"Suezichthys caudavittatus","High"
"Suezichthys cyanolaemus","High"
"Suezichthys devisi","High"
"Suezichthys gracilis","High"
"Suezichthys notatus","High"
"Suezichthys ornatus","High"
"Suezichthys rosenblatti","High"
"Suezichthys russelli","High"
"Suezichthys soelae","High"
"Sufflamen albicaudatum","High"
"Sufflamen bursa","High"
"Sufflamen chrysopterum","Medium"
"Sufflamen fraenatum","Medium"
"Sufflamen verres","Medium"
"Sufflogobius bibarbatus","Medium"
"Suggrundus cooperi","High"
"Suggrundus macracanthus","High"
"Suggrundus meerdervoortii","High"
"Sunagocia arenicola","Medium"
"Sunagocia carbunculus","Medium"
"Sunagocia otaitensis","High"
"Sunagocia sainsburyi","High"
"Sundadanio atomus","High"
"Sundadanio axelrodi","High"
"Sundadanio echinus","High"
"Sundadanio gargula","High"
"Sundadanio goblinus","High"
"Sundadanio margarition","High"
"Sundadanio retiarius","High"
"Sundadanio rubellus","High"
"Sundasalanx malleti","High"
"Sundasalanx megalops","High"
"Sundasalanx mekongensis","High"
"Sundasalanx mesops","High"
"Sundasalanx microps","High"
"Sundasalanx platyrhynchus","High"
"Sundasalanx praecox","Low"
"Sundolyra latebrosa","High"
"Sundoreonectes obesus","High"
"Sundoreonectes sabanus","High"
"Suruga fundicola","High"
"Sutorectus tentaculatus","Low"
"Suttonia lineata","High"
"Suttonia suttoni","High"
"Svetovidovia lucullus","Very low"
"Syacium guineensis","High"
"Syacium gunteri","High"
"Syacium latifrons","High"
"Syacium longidorsale","High"
"Syacium maculiferum","High"
"Syacium micrurum","Medium"
"Syacium ovale","High"
"Syacium papillosum","High"
"Symbolophorus barnardi","Medium"
"Symbolophorus boops","Medium"
"Symbolophorus californiensis","High"
"Symbolophorus evermanni","Medium"
"Symbolophorus kreffti","Medium"
"Symbolophorus reversus","Medium"
"Symbolophorus rufinus","Medium"
"Symbolophorus veranyi","Medium"
"Symphodus bailloni","Medium"
"Symphodus caeruleus","Medium"
"Symphodus cinereus","Medium"
"Symphodus doderleini","High"
"Symphodus mediterraneus","Medium"
"Symphodus melops","Medium"
"Symphodus ocellatus","Medium"
"Symphodus roissali","Medium"
"Symphodus rostratus","Medium"
"Symphodus tinca","Medium"
"Symphodus trutta","High"
"Symphorichthys spilurus","Medium"
"Symphorus nematophorus","Medium"
"Symphurus arawak","High"
"Symphurus atramentatus","High"
"Symphurus atricaudus","High"
"Symphurus australis","High"
"Symphurus bathyspilus","Medium"
"Symphurus billykrietei","High"
"Symphurus callopterus","High"
"Symphurus caribbeanus","High"
"Symphurus chabanaudi","High"
"Symphurus civitatium","High"
"Symphurus diabolicus","High"
"Symphurus diomedeanus","High"
"Symphurus elongatus","High"
"Symphurus fasciolaris","High"
"Symphurus fuscus","High"
"Symphurus gilesii","Medium"
"Symphurus ginsburgi","High"
"Symphurus gorgonae","High"
"Symphurus hondoensis","Medium"
"Symphurus insularis","High"
"Symphurus jenynsi","Medium"
"Symphurus kyaropterygium","High"
"Symphurus leei","High"
"Symphurus leucochilus","High"
"Symphurus ligulatus","High"
"Symphurus lubbocki","High"
"Symphurus luzonensis","High"
"Symphurus macrophthalmus","High"
"Symphurus maculopinnis","High"
"Symphurus maldivensis","High"
"Symphurus marginatus","Medium"
"Symphurus marmoratus","High"
"Symphurus megasomus","High"
"Symphurus melanurus","High"
"Symphurus melasmatotheca","High"
"Symphurus microlepis","High"
"Symphurus microrhynchus","High"
"Symphurus minor","High"
"Symphurus monostigmus","High"
"Symphurus multimaculatus","High"
"Symphurus nebulosus","High"
"Symphurus nigrescens","High"
"Symphurus normani","Medium"
"Symphurus novemfasciatus","High"
"Symphurus ocellaris","High"
"Symphurus ocellatus","High"
"Symphurus oculellus","High"
"Symphurus oligomerus","Medium"
"Symphurus ommaspilus","High"
"Symphurus orientalis","High"
"Symphurus parvus","High"
"Symphurus pelicanus","High"
"Symphurus piger","Medium"
"Symphurus plagiusa","Medium"
"Symphurus plagusia","High"
